id,title,overview,genre,label
1280450,Garota Roubada,"Uma mulher americana passa mais de dez anos procurando sua filha, sequestrada e levada para o Oriente Médio pelo pai, enfrentando perigos e desafios em sua busca incansável.",Ação,0
1038392,Invocação do Mal - O Último Ritual,"Neste último capítulo, os Warren enfrentam mais um caso aterrorizante, desta vez envolvendo entidades misteriosas que desafiam sua experiência. Ed (Patrick Wilson) e Lorraine (Vera Farmiga) se veem obrigados a encarar seus maiores medos, colocando suas vidas em risco em uma batalha final contra forças malignas.",Terror,4
1519168,The Jester 2,,Terror,4
803796,Guerreiras do K-Pop,"Quando não estão lotando estádios, as estrelas do K-pop Rumi, Mira e Zoey usam seus poderes secretos para proteger os fãs contra ameaças sobrenaturais.",Comédia,1
1197137,O Telefone Preto 2,"Quatro anos após escapar de The Grabber, Finney Blake luta com sua vida após o cativeiro. Quando sua irmã Gwen começa a receber ligações em sonhos do telefone preto e a ter visões perturbadoras de três garotos sendo perseguidos em um acampamento de inverno conhecido como Alpine Lake, os irmãos se determinam a desvendar o mistério e confrontar um assassino que se tornou mais poderoso na morte e mais significativo para eles do que qualquer um poderia imaginar.",Terror,4
1072699,Furioza 2,"Após um assassinato, o novo líder da Furioza, Golden, toma as rédeas de sua gangue violenta e assume um novo foco entre as fronteiras.",Ação,0
7451,Triplo X,"O ex-atleta de esportes extremos Xander ""XXX"" Cage, famoso por suas acrobacias que desafiam a morte, é convencido de que pode ter sucesso em ações que espiões convencionais falharam. Xander é recrutado pelo agente Gibbons para se tornar um tipo diferente de agente secreto. Agora, em uma perigosa missão, ele precisa usar todas as suas habilidades para combater um inimigo mortal.",Ação,0
338969,O Vingador Tóxico,"Um terrível acidente tóxico transforma o zelador Winston Gooze, doente terminal, em uma nova evolução de herói: o Vingador Tóxico. Agora, empunhando um esfregão brilhante com força sobre-humana, ele precisa correr contra o tempo para salvar seu filho e deter um tirano implacável e sedento de poder, determinado a usar superpoderes tóxicos para fortalecer seu império poluído.",Ação,0
604079,A Longa Marcha: Caminhe ou Morra,"Um grupo de adolescentes compete em uma competição anual conhecida como ""A Longa Marcha"", onde eles devem manter uma certa velocidade de caminhada ou levar um tiro.",Terror,4
196259,A Fuga dos Malsinados,"Karin, uma refugiada da Alemanha Oriental, retorna a Dresden quando o voo em que trabalha como comissária de bordo, entre Berlim e o Ocidente, sofre um pouso forçado. Ela é então usada pela polícia estadual para encontrar seu irmão, que está foragido. Por isso, quando seu colega – e noivo – Jim chega para levá-la de volta ao setor ocidental de Berlim, ele precisa ficar atento.",Drama,2
617126,Quarteto Fantástico: Primeiros Passos,"No vibrante cenário de um mundo retrofuturista inspirado nos anos 1960, a Primeira Família da Marvel é forçada a equilibrar seus papéis como heróis com a força de seus laços familiares, enquanto defendem a Terra de um deus espacial voraz chamado Galactus e sua enigmática arauta, a Surfista Prateada.",Ficção científica,3
1169210,The Mannequin,,Terror,4
1306525,O Elixir,"Um elixir desperta os mortos-vivos em uma vila. Em meio ao terror, uma família em conflito precisa se unir e lutar para sobreviver enquanto a cidade entra em colapso.",Terror,4
1571470,Os Ratos: Uma História de The Witcher,"Para dar um golpe ousado, uma gangue de seis criminosos vai ter que fazer algo inédito: apelar para a confiança e acreditar em um bruxo.",Drama,2
1272166,Balada de um Jogador,"Nos luxuosos cassinos de Macau, um jogador fugindo do passado e das dívidas fica fascinado por uma mulher enigmática na mesa de bacará.",Drama,2
1380998,The Book,,Terror,4
154400,A Entrega,"Um atendente de bar, Bob Saginowski (Tom Hardy), que busca deixar o universo do crime, mas acaba envolvido em uma complicada trama com um filhote de pit bull, um assalto e um assassinato. O bar onde Bob trabalha atende mafiosos e gângsters. Tudo fica ainda mais complicado para ele pois se apaixona por Nadia (Noomi Rapace).",Drama,2
1257009,Guerra Primitiva,"Durante a Guerra do Vietnã, uma unidade de reconhecimento se aventura em um vale isolado na selva para descobrir o destino de um pelotão desaparecido. Logo eles se veem em uma luta por suas vidas contra um inimigo inesperado: dinossauros pré-históricos.",Ação,0
1086910,A Princesa Perdida,"Depois que uma visão da Ayahuasca o transporta para um castelo assombrado, Alec conhece Hanna, que lhe conta a história do casamento forçado de sua mãe e como a paixão proibida por seu pai estava em perigo quando a gravidez da princesa se tornou óbvia.",Ação,0
793387,Holy Night: Demon Hunters,"Holy Night é uma equipe que luta contra grupos que adoram demônios. Os membros da equipe da Holy Night são Bau, Sharon e Kim Gun. A habilidade especial de Bau é sua poderosa força física. Sharon tem a habilidade de identificar demônios e realizar exorcismos. Kim Gun ajuda Bau e Sharon. Enquanto isso, a psiquiatra Jung Won visita a equipe da Noite Santa para salvar sua irmã mais nova, Eun Seo. Um demônio reside no corpo de Eun Seo.",Ação,0
997113,Hedda,"De Nia DaCosta, uma releitura provocativa e moderna da peça clássica de Henrik Ibsen. Hedda (Tessa Thompson) se vê dividida entre a dor que ainda sente por conta de um amor passado e a opressão silenciosa de sua vida atual. No decorrer de uma noite intensa, desejos há muito reprimidos e tensões ocultas irrompem, arrastando Hedda e todos ao seu redor numa espiral de manipulação, paixão e traição.",Drama,2
1078605,A Hora do Mal,"Quando todas as crianças de uma mesma classe, exceto uma, somem misteriosamente, na mesma noite e exatamente ao mesmo tempo, todos da cidade começam a se questionar quem ou o que está por trás deste estranho desaparecimento.",Terror,4
100042,Debi & Lóide 2,"Passaram-se exatamente vinte anos desde que deixámos Lloyd e Harry com as suas brincadeiras, e tudo agora mudou, menos a sua idiotice. Quando Harry precisa de um rim novo e descobre que tem uma filha, tem de acordar Lloyd do estado com a tose em que ficou desde que Mary o rejeitou, de forma a se meterem à estrada para pedirem a ajuda dela. Cruzando todo o país nos meios de transporte mais loucos, a sua jornada para encontrar a filha perdida leva-os de uma instituição psiquiátrica onde pertencem a uma convenção que reúne os maiores cérebros de todo o mundo.",Comédia,1
1328402,The People In The Walls,,Terror,4
120,O Senhor dos Anéis: A Sociedade do Anel,"Em uma terra fantástica e única, um hobbit recebe de presente de seu tio um anel mágico e maligno que precisa ser destruído antes que caia nas mãos do mal. Para isso, o hobbit Frodo tem um caminho árduo pela frente, onde encontra perigo, medo e seres bizarros. Ao seu lado para o cumprimento desta jornada, ele aos poucos pode contar com outros hobbits, um elfo, um anão, dois humanos e um mago, totalizando nove pessoas que formam a Sociedade do Anel.",Ação,0
1186350,Marco,,Ação,0
1242898,Predador: Terras Selvagens,"No futuro, em um planeta remoto, um jovem Predador, rejeitado por seu clã, encontra em Thia uma aliada improvável e embarca em uma jornada traiçoeira em busca do adversário supremo.",Ação,0
873967,The Devil’s Trap,,Terror,4
13,Forrest Gump: O Contador de Histórias,"Quarenta anos da história dos Estados Unidos, vistos pelos olhos de Forrest Gump, um rapaz com QI abaixo da média e com boas intenções. Por obra do acaso, ele consegue participar de momentos cruciais, como a Guerra do Vietnã e o Caso Watergate, mas continua pensando no seu amor de infância, Jenny Curran.",Comédia,1
1010581,Minha Culpa,"Noah é obrigada a mudar de cidade, deixando seus amigos e namorado para trás, após sua mãe se casar com um novo marido rico. Lá ela conhece Nick, seu novo meio-irmão, e os dois se apaixonam loucamente, vivendo um grande romance proibido.",Drama,2
285,Piratas do Caribe: No Fim do Mundo,"Will Turner e Elizabeth Swann unem forças com o Capitão Barbossa para libertarem Jack Sparrow da prisão de Davy Jones. Enquanto isso, a tripulação do barco fantasma O Holandês Voador causa estragos nos Sete Mares. Os amigos devem navegar através de águas perigosas para enfrentarem o pirata chinês São Feng e, finalmente, eles devem escolher em que lado ficar na batalha, pois a vida do pirata está em jogo.",Ação,0
1107216,Missão Pet,"Quando um trem parte inesperadamente, levando consigo apenas animais de estimação, os animais descobrem que Hans, um texugo rancoroso, está por trás de tudo. Embora o acidente pareça inevitável, os animais podem contar com Falcon, um guaxinim travesso que fará de tudo para salvá-los.",Comédia,1
85430,Girl Play,,Comédia,1
533533,Tron: Ares,"Um programa altamente sofisticado, Ares, é enviado do mundo digital para o mundo real em uma missão perigosa, marcando o primeiro encontro da humanidade com seres de I.A..",Ficção científica,3
99861,Vingadores: Era de Ultron,"Ao tentar proteger o planeta de ameaças, Tony Stark constrói um sistema de inteligência artificial que cuidaria da paz mundial. O projeto acaba dando errado e gera o nascimento do Ultron. Com o destino da Terra em jogo, os Vingadores terão que se unir para mais uma vez salvar a raça humana da extinção.",Ação,0
1327862,Se Não Fosse Você,"Morgan Grant e sua filha Clara precisam lidar com o que ficou após um acidente devastador revelar uma traição chocante e forçá-las a confrontar segredos da família, redefinir o amor e se redescobrir.",Drama,2
9902,Pânico na Floresta,"Cinco amigos percorrem uma trilha na floresta, em pleno estado da Virginia. Após pegarem o caminho errado, eles se deparam com uma família de canibais, que possui o rosto desfigurado devido a diversas gerações cosanguíneas terem nascido. Desesperados após serem capturados, os amigos agora querem apenas fugir do local o mais rápido possível.",Terror,4
49521,O Homem de Aço,"Um garoto descobre que não é deste planeta e que tem poderes extraordinários. Quando se torna adolescente, viaja para descobrir de onde veio e para o quê foi enviado a fazer. Mas o herói nele deve emergir se quiser salvar o mundo da aniquilação e se tornar o símbolo de esperança para toda a humanidade.",Ação,0
283566,Evangelion: 3.0+1.0 A Esperança,"No rescaldo do Quarto Impacto, presos sem seus Evangelions, Shinji, Asuka e Rei procuram refúgio nos desolados restos vermelhos de Tokyo-3. Mas o perigo para o mundo está longe de acabar. Um novo impacto está surgindo no horizonte - aquele que provará ser o verdadeiro fim de Evangelion.",Ação,0
575265,Missão: Impossível - O Acerto Final,"Depois de escapar de um acidente de trem calamitoso, Ethan percebe que a Entidade está escondida a bordo de um antigo submarino russo, mas um inimigo do seu passado chamado Gabriel também está no encalço.",Ação,0
138130,Kelly + Victor,"Kelly conhece Victor na pista de dança de uma boate de Liverpool. Eles se apaixonam e iniciam uma relação intensa da qual nenhum dos dois experimentou antes. Os dois levam vidas em que lutam para sobreviver da melhor forma possível, enquanto as pessoas ao seu redor estão escolhendo estilos de vida ilegais: a melhor amiga dela é uma prostituta dominatrix, já os dele são traficantes de drogas aspirantes.",Drama,2
810693,Jujutsu Kaisen 0: O Filme,"Quando Yuta Okkotsu era pequeno, sua amiga Rika Orimoto morreu num acidente de trânsito, bem na sua frente. Ela se tornou uma aparição, assombrando o jovem e atormentando a sua vida, até o dia em que Satoru Gojo, um feiticeiro Jujutsu, o convida para se matricular no Colégio Jujutsu. Junto com seus novos colegas de sala - Maki Zen'in, Toge Inumaki e Panda - Yuta encontra a coragem para perseverar. Enquanto isso, Suguru Geto, um vil manipulador de maldições que foi expulso do colégio por massacrar inocentes, põe em prática seu plano: lançar mil maldições em Shinjuku e em Kyoto e exterminar todos os não-feiticeiros, criando um paraíso para feiticeiros Jujutsu. Será que Yuta será capaz de impedir Geto? E o que acontecerá quando ele se livrar da maldição da Rika?",Ação,0
1061474,Superman,"Superman, um jovem repórter de Metrópolis, embarca em uma jornada para reconciliar sua herança kryptoniana com sua criação humana como Clark Kent.",Ficção científica,3
206647,007 Contra Spectre,"James Bond chega à Cidade do México e está pronto para eliminar Marco Sciarra sem que o chef M saiba da missão. O caso leva à suspensão temporária do agente, que passa a ser constantemente vigiado pelo governo britânico graças a uma tecnologia implantada em seu corpo por Q. Na tentativa de despistar os inimigos e até mesmo alguns de seus parceiros de trabalho, ele se responsabiliza por ajudar a filha de um desafeto. Toda a situação o leva ao centro de uma temida organização denominada Spectre.",Ação,0
1062722,Frankenstein,"Dr. Victor Frankenstein, um cientista brilhante, mas egoísta, dá vida a uma criatura em um experimento monstruoso que acaba levando à ruína tanto do criador quanto de sua trágica criação.",Terror,4
13186,Pânico na Floresta 2,"De olho em prêmio, grupo de desconhecidos participa de reality show em uma floresta nos EUA e realmente tem de lutar pela sobrevivência quando é aterrorizado por bando de canibais que planeja matar a todos e comê-los depois.",Terror,4
1109086,वॉर 2,,Ação,0
9902,Pânico na Floresta,"Cinco amigos percorrem uma trilha na floresta, em pleno estado da Virginia. Após pegarem o caminho errado, eles se deparam com uma família de canibais, que possui o rosto desfigurado devido a diversas gerações cosanguíneas terem nascido. Desesperados após serem capturados, os amigos agora querem apenas fugir do local o mais rápido possível.",Terror,4
103,Taxi Driver: Motorista de Táxi,"O motorista de táxi de Nova York Travis Bickle, veterano da Guerra do Vietnã, reflete constantemente sobre a corrupção da vida ao seu redor e sente-se cada vez mais perturbado com a própria solidão e alienação. Apesar de não conseguir fazer contato emocional com ninguém e viver uma vida questionável em busca de diversão, ele se torna obcecado em ajudar uma prostituta de 12 anos que entra em seu táxi para fugir de um cafetão.",Drama,2
810693,Jujutsu Kaisen 0: O Filme,"Quando Yuta Okkotsu era pequeno, sua amiga Rika Orimoto morreu num acidente de trânsito, bem na sua frente. Ela se tornou uma aparição, assombrando o jovem e atormentando a sua vida, até o dia em que Satoru Gojo, um feiticeiro Jujutsu, o convida para se matricular no Colégio Jujutsu. Junto com seus novos colegas de sala - Maki Zen'in, Toge Inumaki e Panda - Yuta encontra a coragem para perseverar. Enquanto isso, Suguru Geto, um vil manipulador de maldições que foi expulso do colégio por massacrar inocentes, põe em prática seu plano: lançar mil maldições em Shinjuku e em Kyoto e exterminar todos os não-feiticeiros, criando um paraíso para feiticeiros Jujutsu. Será que Yuta será capaz de impedir Geto? E o que acontecerá quando ele se livrar da maldição da Rika?",Ação,0
940721,Godzilla Minus One,"Em um Japão social e economicamente devastado após o término da Segunda Guerra Mundial, a situação chega a um nível ainda mais crítico quando uma gigantesca e misteriosa criatura surge do mar para assolar o país.",Ficção científica,3
138130,Kelly + Victor,"Kelly conhece Victor na pista de dança de uma boate de Liverpool. Eles se apaixonam e iniciam uma relação intensa da qual nenhum dos dois experimentou antes. Os dois levam vidas em que lutam para sobreviver da melhor forma possível, enquanto as pessoas ao seu redor estão escolhendo estilos de vida ilegais: a melhor amiga dela é uma prostituta dominatrix, já os dele são traficantes de drogas aspirantes.",Drama,2
235704,Compromisso,"Após a fracassada missão de espionagem de seu pai, o norte-coreano Myung-Hoon e sua irmã mais nova Hye-In são enviados para um campo de prisioneiros. A fim de salvar a vida de sua irmã, Myung-Hoon se oferece como voluntário para se tornar um espião e se infiltra na Coreia do Sul como um desertor adolescente. A Inteligência Sul Coreana logo descobre as atividades dele e começam a rastreá-lo, ao mesmo tempo em que o seu próprio governo envia um assassino para eliminá-lo.",Ação,0
757725,Shadow Force: Sentença de Morte,"Kyrah e Isaac já foram líderes de um grupo multinacional de forças especiais chamado Shadow Force. Eles quebraram as regras ao se apaixonarem e, para proteger o filho, se rebelaram contra a instituição. Com uma grande recompensa pelas suas cabeças e a vingativa Shadow Force à procura deles, liderada pelo antigo chefe da dupla, a luta dessa família vai se tornar uma guerra.",Ação,0
215,Jogos Mortais II,"O detetive Eric Matthews consegue prender Jigsaw, o qual está morrendo. O que ele desconhece é que isso faz parte de um plano ainda maior do assassino sádico, que agora mantém o filho do policial como refém e pretende torná-lo uma de suas vítimas.",Terror,4
8467,Debi & Lóide: Dois Idiotas em Apuros,"Dois amigos debilóides vão para Aspen, no estado do Colorado, para tentar devolver uma maleta esquecida pela passageira da limusine que um deles estava dirigindo para o aeroporto. Sem saber que na mala havia uma quantia enorme de dinheiro, que serviria para pagar o resgate de um sequestro, os dois acabam sendo perseguidos pela polícia e por assassinos profissionais.",Comédia,1
646,007 Contra o Satânico Dr. No,"James Bond investiga o desaparecimento de um agente britânico. Em meio às suas investigações ele descobre o esconderijo do Dr. No, um gênio louco que pretende desviar o rumo dos foguetes americanos.",Ação,0
75629,Evangelion: 3.0 Você (Não) Pode Refazer,"Quatorze anos após o Terceiro Impacto, Shinji Ikari acorda em um mundo do qual não se lembra. Ele não envelheceu. Grande parte da Terra está em ruínas, a Nerv foi extinta e as pessoas que ele antes protegia agora o rejeitam. Ao fazer amizade com o enigmático Kaworu Nagisa, Shinji retoma a luta contra os anjos e percebe que a batalha está longe de terminar, mesmo que isso signifique lutar contra seus antigos aliados. As lutas dos personagens continuam em meio às batalhas contra os anjos e entre si, levando a um inevitável fim do mundo.",Ficção científica,3
88,Dirty Dancing: Ritmo Quente,"Na esperança de curtir sua juventude, uma jovem fica decepcionada ao descobrir que seus pais passarão o verão de 1963 com ela em um resort na sonolenta região de Catskills. Mas sua sorte muda quando ela conhece o instrutor de dança do resort, Johnny, um rapaz com um passado bem diferente do dela. Quando ele a coloca como sua nova parceira, os dois acabam se apaixonando. Apesar do pai proibi-la de ver Johnny, ela não dá a mínima.",Drama,2
206647,007 Contra Spectre,"James Bond chega à Cidade do México e está pronto para eliminar Marco Sciarra sem que o chef M saiba da missão. O caso leva à suspensão temporária do agente, que passa a ser constantemente vigiado pelo governo britânico graças a uma tecnologia implantada em seu corpo por Q. Na tentativa de despistar os inimigos e até mesmo alguns de seus parceiros de trabalho, ele se responsabiliza por ajudar a filha de um desafeto. Toda a situação o leva ao centro de uma temida organização denominada Spectre.",Ação,0
146,O Tigre e o Dragão,"Na dinastia chinesa Qing do século 19, um guerreiro entrega sua espada à amante para que a leve a um lugar seguro, mas a arma é roubada, e assim começa uma grande perseguição para encontrá-la.",Drama,2
22843,Evangelion: 2.0 Você (Não) Pode Avançar,"Nas primeiras batalhas contra os monstruosos Anjos, os jovens pilotos de Eva, Shinji e Rei, foram forçados a carregar as esperanças da humanidade nos ombros. Agora, com o ataque mortal dos Anjos se intensificando e o apocalíptico Terceiro Impacto se aproximando, Shinji e Rei descobrem que seu fardo é compartilhado por duas novas pilotos de Eva, a impetuosa Asuka e a misteriosa Mari Illustrious. Quatro jovens almas lutam desesperadamente para salvar a humanidade dos céus — mas será que elas serão capazes de salvar a si mesmas?",Ficção científica,3
652837,"Josee, o Tigre e o Peixe","Depois de fazer amizade com um estudante de biologia marinha, uma artista sarcástica que vive com paraplegia começa a vivenciar o mundo além de sua casa.",Drama,2
10545,O Corcunda de Notre Dame,"Quasimodo, um corcunda, vive uma vida isolada. Ele toca os sinos da Catedral de Notre Dame e seu mestre, Claude Frollo, o Ministro da Justiça, não o deixa sair. Um dia, ele escapa para um festival na cidade, onde conhece a encantadora Esmeralda, uma cigana. Quando ele é atormentado e ridicularizado pelos soldados, a mando de Frollo, ela o resgata. No entanto, Esmeralda se vê em perigo pelos planos de Frollo e pede ajuda a Quasímodo. Será que Quasímodo conseguirá ajudar Esmeralda e salvar Páris e Notre Dame da ira de Frollo?",Drama,2
10764,007 Quantum of Solace,"Após a morte de Vesper Lynd, James Bond faz com que sua próxima missão seja pessoal. A caçada àqueles envolvidos na morte da mulher de sua vida o leva ao encontro do cruel empresário Dominic Greene, que faz parte da organização que coagiu Vesper. Bond descobre que Greene planeja obter o controle total de um recurso natural vital e deve enfrentar perigo e traição para frustrar o plano.",Ação,0
3981,Do Que as Mulheres Gostam,"Após sobreviver a um grave acidente, Nick Marshall (Mel Gibson), um executivo machista que trabalha em Chicago, misteriosamente passa a ter o dom de ler os pensamentos das mulheres. Inicialmente ele usa este novo poder para agradar sua chefe, Darcy Maguire (Helen Hunt), mas aos poucos começa a conhecer melhor a intimidade das mulheres e começa a mudar seu estilo de vida.",Comédia,1
1255788,O Jardineiro e a Lista da Morte,"Um jardineiro enigmático se envolve em uma trama de conspiração governamental. Seu passado e suas habilidades são a última esperança para a família de Serge Shuster, um funcionário público que entra na lista secreta de ameaças do governo por saber demais.",Ação,0
9836,Happy Feet: O Pinguim,"Os pinguins imperadores nasceram para cantar. Todos eles, a não ser o jovem Mano, que parece ter nascido para sapatear...  Esse comportamento pouco comum para um pinguim acaba cavando a saída de Mano da Terra do Imperador e o lança em um mundo enorme e frio. Acompanhado por amigos e por um bando de pinguins diferentes liderados pelo divertido Amoroso. Mano embarca em uma jornada épica e definitiva para sua vida, que prova que sendo fiel aquilo que acredita, qualquer pessoa pode fazer diferença no mundo.",Comédia,1
30843,Padaria Antique,"Jin-hyeok abre uma confeitaria em uma antiga loja de antiguidades, contratando Seon-woo, o melhor confeiteiro da Coreia, por quem havia se apaixonado ele no ensino médio.  Também lá estão Su-young, apaixonado por Seon-woo, o ex-boxeador Ki-beom e o ex-namorado francês de Seon-woo.",Comédia,1
668,007 A Serviço Secreto de Sua Majestade,"Em uma praia, James Bond (George Lazenby) evita que uma jovem mulher cometa suicídio. O pai dela é o chefe de uma poderosa organização criminosa e, impressionado com Bond, quer que ele proteja sua filha se casando com ela. Em troca, ele oferece ao famoso agente informações que o façam chegar até Ernst Blofeld (Telly Savallas), o principal inimigo do agente. Inicialmente, James Bond concorda com o acordo, visando apenas poder matar Blofeld, mas com o tempo ele realmente fica apaixonado pela sua futura esposa. Porém, James Bond logo descobre que Blofeld planeja destruir a humanidade com um vírus altamente mortal a menos que receba perdão por todos os seus crimes. Desta maneira, a Rainha da Inglaterra pede que o agente secreto mais famoso do mundo intervenha no caso, mas a situação se complica e toma um rumo inesperado.",Ação,0
297608,A Possessão de Deborah Logan,"Mia Medina (Michelle Ang) finalmente encontrou o tema perfeito para o filme de sua tese de doutorado sobre a Doença de Alzheimer. Nos próximos meses, as câmeras irão gravar o cotidiano de uma mãe, Deborah Logan (Jill Larson), e sua filha, Sarah (Anne Ramsay). Mas conforme os dias progridem, coisas estranhas começam a acontecer em torno de Deborah que não são compatíveis com quaisquer conclusões sobre a doença de Alzheimer.",Terror,4
738652,Fogo Cruzado,"Fugindo de um assassino letal, um astuto vigarista inventa um esquema para se esconder dentro de uma delegacia de polícia de uma pequena cidade. No entanto, quando o assassino aparece na delegacia, um policial novato desavisado se vê preso na mira.",Ação,0
707,007 Na Mira dos Assassinos,"O magnata Max Zorin (Christopher Walken) pretende controlar o mercado de informática. Ele resolve arquitetar um louco plano, no qual milhares de pessoas vão morrer para ficar ainda mais rico. Após retornar da sua viagem na União Soviética com um chip de computador, James Bond (Roger Moore) precisa investigar as indústrias de Zorin e tentar impedir que o vilão realize os seus planos.",Ação,0
1234821,Jurassic World: Recomeço,"Cinco anos após os eventos de Jurassic World: Domínio, a ecologia do planeta se mostrou inóspita para os dinossauros, com os poucos sobreviventes vivendo isolados nas regiões equatoriais. Zora Bennett é contratada para liderar uma equipe de especialistas cujo objetivo é obter o material genético das três maiores criaturas, cujo DNA contém a chave para a criação de um medicamento que trará grandes benefícios à humanidade. Mas a operação se cruzará com uma família cujo barco virou, e todos acabarão em uma ilha proibida, ocupada por dinossauros de inúmeras espécies, onde terão que fazer o impossível para sobreviver.",Ficção científica,3
709,007 - Permissão para Matar,"James Bond desobedece ordens e parte em uma missão para vingar a morte da mulher de seu melhor amigo, assassinada por um chefão das drogas. Ele chega à base sul-americana do narcotraficante e, disfarçado de pistoleiro, é contratado pelo criminoso.",Ação,0
695089,Onoda - 10 Mil Noites Na Selva,"Quando o Japão se rende no final da Segunda Guerra Mundial, o soldado Hiroo Onoda se retira para as selvas das Filipinas para continuar a guerra ele mesmo por outros dez mil dias.",Drama,2
1151949,Através das Sombras,Uma jovem assassina habilidosa desafia sua mentora para salvar um garoto de um terrível grupo criminoso. E ela vai destruir quem cruzar seu caminho.,Ação,0
15907,Duma,"Durante um passeio noturno de Porsche com seu adorável filho travesso, Xan, o fazendeiro sul-africano branco Peter encontra e adota um filhote de guepardo órfão, apelidado de Duma (que significa simplesmente guepardo em suaíli). O animal se torna o companheiro inseparável do menino, que chega a dormir com ele. Peter deixou claro desde o início que o guepardo deveria ser devolvido à natureza antes de atingir a idade adulta. Mas o pai é acometido por uma doença pouco antes que o filhote pudesse ser devolvido. A mãe de Xan vende a fazenda e vai morar com uma tia na cidade. O guepardo foge, mas encontra Xan na escola, onde o garoto novo sofre bullying. Ele decide fugir para as montanhas com Duma. No caminho, eles enfrentam inúmeros perigos, que a coragem, a inteligência de Xan e o instinto de Duma superam.",Drama,2
23155,The Garden of Sinners: Espiral do Paradoxo,"Em novembro de 1998, um duplo homicídio ocorre no recém-construído complexo de apartamentos Ogawa. Shiki conhece o garoto chamado Tomoe Enjou, um fugitivo que afirma ser assassino, mesmo assim, Shiki permite que ele use seu apartamento como esconderijo. A partir desse dia, começa essa estranha coabitação. Coincidentemente, Mikiya Kokutou está investigando uma pista sobre o assassinato nesse complexo de apartamentos único...",Ação,0
187033,女人心,,Drama,2
362057,Martírio,"Duas mulheres são sequestradas e caem nas mãos de um grupo de fanáticos que acreditam no poder do martírio e do sacrifício. Eles julgam que novos conhecimentos podem ser obtidos através da tortura aplicada às duas, submetendo-as aos atos de violência mais cruéis. Quando finalmente escapam, elas buscam vingança.",Terror,4
